original_name,variable_name,object_name,quantity_name,phenomena,processes,matter,roles,forms,properties,operations,propertytypes,propertyroles,propertyquantifications,trajectories,domains,attributes,abstractions,models,directions,parts,reference,object_pattern,quantity_pattern
delta_shoreline__longitude,river-delta_shoreline__longitude,river-delta_shoreline,longitude,river-delta,,,,,longitude,,,,,,,,shoreline,,,,,PHENOMENON_ABSTRACTION,PROPERTY
delta_shoreline__progradation_rate,river-delta_shoreline_progradation__rate,river-delta_shoreline_progradation,rate,river-delta,progradation,,,,,rate,,,,,,,shoreline,,,,,PHENOMENON_ABSTRACTION_PROCESS,OPERATION
delta_shoreline__x_coordinate,river-delta_shoreline__x_coordinate,river-delta_shoreline,x_coordinate,river-delta,,,,,x_coordinate,,,,,,,,shoreline,,,,,PHENOMENON_ABSTRACTION,PROPERTY
delta_shoreline__y_coordinate,river-delta_shoreline__y_coordinate,river-delta_shoreline,y_coordinate,river-delta,,,,,y_coordinate,,,,,,,,shoreline,,,,,PHENOMENON_ABSTRACTION,PROPERTY
delta_shoreline_sediment_wave~ocean__reworking_depth,river-delta_shoreline_sediment_reworking_ocean_water_wave__depth,river-delta_shoreline_sediment_reworking_ocean_water_wave,depth,"river-delta, ocean",reworking,"sediment, water",,,depth,,,,,,,,"shoreline, wave",,,,,PHENOMENON_ABSTRACTION_MATTER_PROCESS_PHENOMENON_MATTER_ABSTRACTION,PROPERTY
delta_x-section__area,river-delta_x-section__area,river-delta_x-section,area,river-delta,,,,,area,,,,,,,,x-section,,,,,PHENOMENON_ABSTRACTION,PROPERTY
delta_x-section__dip_angle,river-delta_x-section__dip_angle,river-delta_x-section,dip_angle,river-delta,,,,,dip_angle,,,,,,,,x-section,,,,,PHENOMENON_ABSTRACTION,PROPERTY
delta_x-section__strike_angle,river-delta_x-section__strike_angle,river-delta_x-section,strike_angle,river-delta,,,,,strike_angle,,,,,,,,x-section,,,,,PHENOMENON_ABSTRACTION,PROPERTY
delta~subaerial__volume,river-delta~subaerial__volume,river-delta~subaerial,volume,river-delta,,,,,volume,,,,,,,subaerial,,,,,,PHENOMENON~ATTRIBUTE,PROPERTY
delta~subaqueous__volume,river-delta~subaqueous__volume,river-delta~subaqueous,volume,river-delta,,,,,volume,,,,,,,subaqueous,,,,,,PHENOMENON~ATTRIBUTE,PROPERTY
dihydrogen_molecule_h-h__bond_length,dihydrogen_molecule_bond-h-h__length,dihydrogen_molecule_bond-h-h,length,bond-h-h,,dihydrogen,,molecule,length,,,,,,,,,,,,,MATTER_FORM_PHENOMENON,PROPERTY
dinitrogen_molecule_n-n__bond_length,dinitrogen_molecule_bond-n-n__length,dinitrogen_molecule_bond-n-n,length,bond-n-n,,dinitrogen,,molecule,length,,,,,,,,,,,,,MATTER_FORM_PHENOMENON,PROPERTY
dioxygen_molecule_o-o__bond_length,dioxygen_molecule_bond-o-o__length,dioxygen_molecule_bond-o-o,length,bond-o-o,,dioxygen,,molecule,length,,,,,,,,,,,,,MATTER_FORM_PHENOMENON,PROPERTY
earth-to-mars__travel_time,earth_mars_travel__duration,earth_mars_travel,duration,"earth, mars",travel,,,,duration,,,,,,,,,,,,,PHENOMENON_PHENOMENON_PROCESS,PROPERTY
earth-to-sun__average_distance,earth_sun__average_of_distance,earth_sun,average_of_distance,"earth, sun",,,,,distance,average,,,,,,,,,,,,PHENOMENON_PHENOMENON,OPERATION_of_PROPERTY
earth-to-sun__mean_distance,earth_sun__mean_of_distance,earth_sun,mean_of_distance,"earth, sun",,,,,distance,mean,,,,,,,,,,,,PHENOMENON_PHENOMENON,OPERATION_of_PROPERTY
earth__bond_albedo,earth__bond_albedo,earth,bond_albedo,earth,,,,,,,,,,,,,,,,,,PHENOMENON,bond_albedo
earth__coriolis_frequency,earth__coriolis_frequency,earth,coriolis_frequency,earth,,,,,,,,,,,,,,,,,,PHENOMENON,coriolis_frequency
earth__escape_speed,earth_gravity_projectile_escape__speed,earth_gravity_projectile_escape,speed,"gravity, earth",escape,,projectile,,speed,,,,,,,,,,,,,PHENOMENON_PHENOMENON_ROLE_PROCESS,PROPERTY
earth__geometric_albedo,earth__geometric_albedo,earth,geometric_albedo,earth,,,,,,,,,,,,,,,,,,PHENOMENON,geometric_albedo
earth__mass,earth__mass,earth,mass,earth,,,,,,,,,,,,,,,,,,PHENOMENON,mass
earth__max_of_orbital_speed,earth__max_of_orbital_speed,earth,max_of_orbital_speed,earth,,,,,,,,,,,,,,,,,,PHENOMENON,max_of_orbital_speed
earth__mean_mass-to-volume_density,earth__mean_of_mass-per-volume_density,earth,mean_of_mass-per-volume_density,earth,,,,,,,,,,,,,,,,,,PHENOMENON,mean_of_mass-per-volume_density
earth__mean_of_orbital_speed,earth__mean_of_orbital_speed,earth,mean_of_orbital_speed,earth,,,,,,,,,,,,,,,,,,PHENOMENON,mean_of_orbital_speed
earth__min_of_orbital_speed,earth__min_of_orbital_speed,earth,min_of_orbital_speed,earth,,,,,,,,,,,,,,,,,,PHENOMENON,min_of_orbital_speed
earth__orbital_energy,earth__orbital_energy,earth,orbital_energy,earth,,,,,,,,,,,,,,,,,,PHENOMENON,orbital_energy
earth__orbital_period,earth__orbital_period,earth,orbital_period,earth,,,,,,,,,,,,,,,,,,PHENOMENON,orbital_period
earth__orbital_speed,earth__orbital_speed,earth,orbital_speed,earth,,,,,,,,,,,,,,,,,,PHENOMENON,orbital_speed
earth__precise_orbital_speed,earth__precise_orbital_speed,earth,precise_orbital_speed,earth,,,,,,,,,,,,,,,,,,PHENOMENON,precise_orbital_speed
earth__range_of_elevation,earth__range_of_elevation,earth,range_of_elevation,earth,,,,,,,,,,,,,,,,,,PHENOMENON,range_of_elevation
earth__rotation_angular_speed,earth_rotation__angular_speed,earth_rotation,angular_speed,earth,rotation,,,,angular_speed,,,,,,,,,,,,,PHENOMENON_PROCESS,PROPERTY
earth__rotation_kinetic_energy,earth_rotation__kinetic_energy,earth_rotation,kinetic_energy,earth,rotation,,,,kinetic_energy,,,,,,,,,,,,,PHENOMENON_PROCESS,PROPERTY
earth__rotation_period,earth_rotation__period,earth_rotation,period,earth,rotation,,,,period,,,,,,,,,,,,,PHENOMENON_PROCESS,PROPERTY
earth__rotation_rate,earth_rotation__rate,earth_rotation,rate,earth,rotation,,,,,rate,,,,,,,,,,,,PHENOMENON_PROCESS,OPERATION
earth__rotational_inertia,earth__rotational_inertia,earth,rotational_inertia,earth,,,,,,,,,,,,,,,,,,PHENOMENON,rotational_inertia
earth__sidereal_day,earth_sidereal-day__duration,earth_sidereal-day,duration,"sidereal-day, earth",,,,,duration,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth__solar_azimuth_angle,earth_surface_viewpoint_sun__azimuth_angle,earth_surface_viewpoint_sun,azimuth_angle,"earth, sun",,,,,azimuth_angle,azimuth_angle,,,,,,,"viewpoint, surface",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION_PHENOMENON,PROPERTY
earth__solar_constant,sun_earth__solar_constant,sun_earth,solar_constant,"earth, sun",,,,,solar_constant,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth__solar_elevation_angle,earth_surface_viewpoint_sun__elevation_angle,earth_surface_viewpoint_sun,elevation_angle,"earth, sun",,,,,elevation_angle,elevation_angle,,,,,,,"viewpoint, surface",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION_PHENOMENON,PROPERTY
earth__solar_irradiation_constant,sun_earth__solar_constant,sun_earth,solar_constant,"earth, sun",,,,,solar_constant,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth__solar_zenith_angle,earth_surface_viewpoint_sun__zenith_angle,earth_surface_viewpoint_sun,zenith_angle,"earth, sun",,,,,zenith_angle,,,,,,,,"viewpoint, surface",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION_PHENOMENON,PROPERTY
earth__standard_gravity_constant,earth__standard_gravitational_acceleration,earth,standard_gravitational_acceleration,earth,,,,,,,,,,,,,,,,,,PHENOMENON,standard_gravitational_acceleration
earth__transverse_orbital_speed,earth__transverse_orbital_speed,earth,transverse_orbital_speed,earth,,,,,,,,,,,,,,,,,,PHENOMENON,transverse_orbital_speed
earth__visual_geometric_albedo,earth__visual_geometric_albedo,earth,visual_geometric_albedo,earth,,,,,,,,,,,,,,,,,,PHENOMENON,visual_geometric_albedo
earth__volume,earth__volume,earth,volume,earth,,,,,,,,,,,,,,,,,,PHENOMENON,volume
earth_atmosphere__thickness,earth_atmosphere__thickness,earth_atmosphere,thickness,"atmosphere, earth",,,,,thickness,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth_atmosphere__volume,earth_atmosphere__volume,earth_atmosphere,volume,"atmosphere, earth",,,,,volume,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth_axis__nutation_period,earth_axis_nutation__period,earth_axis_nutation,period,earth,nutation,,,,period,,,,,,,,axis,,,,,PHENOMENON_ABSTRACTION_PROCESS,PROPERTY
earth_axis__nutation_rate,earth_axis_nutation__rate,earth_axis_nutation,rate,earth,nutation,,,,,rate,,,,,,,axis,,,,,PHENOMENON_ABSTRACTION_PROCESS,OPERATION
earth_axis__precession_period,earth_axis_precession__period,earth_axis_precession,period,earth,precession,,,,period,,,,,,,,axis,,,,,PHENOMENON_ABSTRACTION_PROCESS,PROPERTY
earth_axis__precession_rate,earth_axis_precession__rate,earth_axis_precession,rate,earth,precession,,,,,rate,,,,,,,axis,,,,,PHENOMENON_ABSTRACTION_PROCESS,OPERATION
earth_axis__tilt_angle,earth_axis__tilt_angle,earth_axis,tilt_angle,earth,,,,,tilt_angle,,,,,,,,axis,,,,,PHENOMENON_ABSTRACTION,PROPERTY
earth_black-body__temperature,earth_black-body__temperature,earth_black-body,temperature,earth,,,,,temperature,,,,,,,,black-body,,,,,PHENOMENON_ABSTRACTION,PROPERTY
earth_core-mantle_boundary__depth,earth_core-mantle-boundary__depth,earth_core-mantle-boundary,depth,earth,,,,,depth,,,,,,,,core-mantle-boundary,,,,,PHENOMENON_ABSTRACTION,PROPERTY
earth_core~inner__radius,earth-inner-core__radius,earth-inner-core,radius,earth-inner-core,,,,,,,,,,,,,,,,,,PHENOMENON,radius
earth_core~outer__radius,earth-outer-core__radius,earth-outer-core,radius,earth-outer-core,,,,,,,,,,,,,,,,,,PHENOMENON,radius
earth_crust-mantle_boundary__depth,earth_crust-mantle-boundary__depth,earth_crust-mantle-boundary,depth,earth,,,,,depth,,,,,,,,crust-mantle-boundary,,,,,PHENOMENON_ABSTRACTION,PROPERTY
earth_datum_ellipsoid__eccentricity,earth_datum_ellipsoid__eccentricity,earth_datum_ellipsoid,eccentricity,earth,,,,,eccentricity,,,,,,,,"ellipsoid, datum",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION,PROPERTY
earth_datum_ellipsoid__equatorial_radius,earth_datum_ellipsoid_equator__radius,earth_datum_ellipsoid_equator,radius,earth,,,,,radius,,,,,,,,"ellipsoid, equator, datum",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION_ABSTRACTION,PROPERTY
earth_datum_ellipsoid__flattening_ratio,earth_datum_ellipsoid__flattening_ratio,earth_datum_ellipsoid,flattening_ratio,earth,,,,,flattening_ratio,,,,,,,,"ellipsoid, datum",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION,PROPERTY
earth_datum_ellipsoid__inverse_of_flattening_ratio,earth_datum_ellipsoid__inverse_of_flattening_ratio,earth_datum_ellipsoid,inverse_of_flattening_ratio,earth,,,,,flattening_ratio,inverse,,,,,,,"ellipsoid, datum",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION,OPERATION_of_PROPERTY
earth_datum_ellipsoid__polar_radius,earth_datum_ellipsoid__polar_radius,earth_datum_ellipsoid,polar_radius,earth,,,,,polar_radius,,,,,,,,"ellipsoid, datum",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION,PROPERTY
earth_datum_ellipsoid__second_flattening_ratio,earth_datum_ellipsoid__second_flattening_ratio,earth_datum_ellipsoid,second_flattening_ratio,earth,,,,,second_flattening_ratio,,,,,,,,"ellipsoid, datum",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION,PROPERTY
earth_datum_ellipsoid__third_flattening_ratio,earth_datum_ellipsoid__third_flattening_ratio,earth_datum_ellipsoid,third_flattening_ratio,earth,,,,,third_flattening_ratio,,,,,,,,"ellipsoid, datum",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION,PROPERTY
earth_datum_ellipsoid_surface_point-pair_geodesic__distance,earth_datum_ellipsoid_surface_point-pair_geodesic__distance,earth_datum_ellipsoid_surface_point-pair_geodesic,distance,earth,,,,,distance,,,,,,,,"point-pair, ellipsoid, geodesic, surface, datum",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION_ABSTRACTION_ABSTRACTION_ABSTRACTION,PROPERTY
earth_day~sidereal__duration,earth_sidereal-day__duration,earth_sidereal-day,duration,"sidereal-day, earth",,,,,duration,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth_day~solar-mean__duration,earth_solar-mean-day__duration,earth_solar-mean-day,duration,"solar-mean-day, earth",,,,,duration,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth_day~stellar__duration,earth_stellar-day__duration,earth_stellar-day,duration,"stellar-day, earth",,,,,duration,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth_ellipsoid__equatorial_radius,earth_ellipsoid_equator__radius,earth_ellipsoid_equator,radius,earth,,,,,radius,,,,,,,,"ellipsoid, equator",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION,PROPERTY
earth_ellipsoid__inverse_of_flattening_ratio,earth_ellipsoid__inverse_of_flattening_ratio,earth_ellipsoid,inverse_of_flattening_ratio,earth,,,,,flattening_ratio,inverse,,,,,,,ellipsoid,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_PROPERTY
earth_ellipsoid__polar_radius,earth_ellipsoid__polar_radius,earth_ellipsoid,polar_radius,earth,,,,,polar_radius,,,,,,,,ellipsoid,,,,,PHENOMENON_ABSTRACTION,PROPERTY
earth_equator__average_temperature,earth_equator__average_of_temperature,earth_equator,average_of_temperature,earth,,,,,temperature,average,,,,,,,equator,,,,,PHENOMENON_ABSTRACTION,OPERATION_of_PROPERTY
earth_equator__circumference,earth_equator__circumference,earth_equator,circumference,earth,,,,,circumference,,,,,,,,equator,,,,,PHENOMENON_ABSTRACTION,PROPERTY
earth_equator_plane-to-sun__declination_angle,earth_equator_plane_sun__declination_angle,earth_equator_plane_sun,declination_angle,"earth, sun",,,,,declination_angle,,,,,,,,"equator, plane",,,,,PHENOMENON_ABSTRACTION_ABSTRACTION_PHENOMENON,PROPERTY
earth_gravity__escape_speed,earth_gravity_projectile_escape__speed,earth_gravity_projectile_escape,speed,"gravity, earth",escape,,projectile,,speed,,,,,,,,,,,,,PHENOMENON_PHENOMENON_ROLE_PROCESS,PROPERTY
earth_human__carrying_capacity,earth_human__carrying_capacity,earth_human,carrying_capacity,"earth, human",,,,,carrying_capacity,,,,,,,,,,,,,PHENOMENON_PHENOMENON,PROPERTY
earth_interior__down_z_derivative_of_temperature,earth_interior__down_z_derivative_of_temperature,earth_interior,down_z_derivative_of_temperature,earth,,,,,temperature,down_z_derivative,,,,,,,,,,interior,,PHENOMENON_PART,OPERATION_of_PROPERTY
earth_interior_earthquake__count,earth_interior_earthquake__count,earth_interior_earthquake,count,"earthquake, earth",,,,,count,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__critical_slip_distance,earth_interior_earthquake__critical_seismic_slip_distance,earth_interior_earthquake,critical_seismic_slip_distance,"earthquake, earth",,,,,critical_seismic_slip_distance,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__drop_of_dynamic_stress,earth_interior_earthquake__drop_of_dynamic_stress,earth_interior_earthquake,drop_of_dynamic_stress,"earthquake, earth",,,,,dynamic_stress,drop,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,OPERATION_of_PROPERTY
earth_interior_earthquake__drop_of_static_stress,earth_interior_earthquake__drop_of_static_stress,earth_interior_earthquake,drop_of_static_stress,"earthquake, earth",,,,,static_stress,drop,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,OPERATION_of_PROPERTY
earth_interior_earthquake__duration,earth_interior_earthquake__duration,earth_interior_earthquake,duration,"earthquake, earth",,,,,duration,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__east_component_of_slip-vector,earth_interior_earthquake__east_component_of_seismic_slip,earth_interior_earthquake,east_component_of_seismic_slip,"earthquake, earth",,,,,seismic_slip,east_component,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,OPERATION_of_PROPERTY
earth_interior_earthquake__east_east_component_of_moment_tensor,earth_interior_earthquake__east_east_component_of_seismic_moment,earth_interior_earthquake,east_east_component_of_seismic_moment,"earthquake, earth",,,,,seismic_moment,east_east_component,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,OPERATION_of_PROPERTY
earth_interior_earthquake__east_up_component_of_moment_tensor,earth_interior_earthquake__east_up_component_of_seismic_moment,earth_interior_earthquake,east_up_component_of_seismic_moment,"earthquake, earth",,,,,seismic_moment,east_up_component,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,OPERATION_of_PROPERTY
earth_interior_earthquake__gutenberg-richter_law_a_parameter,earth_interior_earthquake__gutenberg-richter-law_a_parameter,earth_interior_earthquake,gutenberg-richter-law_a_parameter,"earthquake, earth",,,,,gutenberg-richter-law_a_parameter,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__gutenberg-richter_law_b_parameter,earth_interior_earthquake__gutenberg-richter-law_b_parameter,earth_interior_earthquake,gutenberg-richter-law_b_parameter,"earthquake, earth",,,,,gutenberg-richter-law_b_parameter,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__magnitude_of_moment_tensor,earth_interior_earthquake__magnitude_of_seismic_moment,earth_interior_earthquake,magnitude_of_seismic_moment,"earthquake, earth",,,,,"seismic_moment, magnitude",magnitude,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY_of_PROPERTY
earth_interior_earthquake__modified_mercali_intensity,earth_interior_earthquake__modified-mercalli-intensity_scale,earth_interior_earthquake,modified-mercalli-intensity_scale,"earthquake, earth",,,,,modified-mercalli-intensity_scale,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__modified_omori_law_c_parameter,earth_interior_earthquake__modified-omori-law_c_parameter,earth_interior_earthquake,modified-omori-law_c_parameter,"earthquake, earth",,,,,modified-omori-law_c_parameter,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__modified_omori_law_k_parameter,earth_interior_earthquake__modified-omori-law_k_parameter,earth_interior_earthquake,modified-omori-law_k_parameter,"earthquake, earth",,,,,modified-omori-law_k_parameter,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__modified_omori_law_p_parameter,earth_interior_earthquake__modified-omori-law_p_parameter,earth_interior_earthquake,modified-omori-law_p_parameter,"earthquake, earth",,,,,modified-omori-law_p_parameter,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__moment_magnitude,earth_interior_earthquake__moment-magnitude_scale,earth_interior_earthquake,moment-magnitude_scale,"earthquake, earth",,,,,moment-magnitude_scale,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__moment_tensor,earth_interior_earthquake__seismic_moment,earth_interior_earthquake,seismic_moment,"earthquake, earth",,,,,seismic_moment,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__north_component_of_slip-vector,earth_interior_earthquake__north_component_of_seismic_slip,earth_interior_earthquake,north_component_of_seismic_slip,"earthquake, earth",,,,,seismic_slip,north_component,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,OPERATION_of_PROPERTY
earth_interior_earthquake__origin_time,earth_interior_earthquake__origin_time,earth_interior_earthquake,origin_time,"earthquake, earth",,,,,origin_time,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__radiated_seismic_energy,earth_interior_earthquake__radiated_seismic_energy,earth_interior_earthquake,radiated_seismic_energy,"earthquake, earth",,,,,radiated_seismic_energy,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
earth_interior_earthquake__release_energy,earth_interior_earthquake__release_energy,earth_interior_earthquake,release_energy,"earthquake, earth",,,,,release_energy,,,,,,,,,,,interior,,PHENOMENON_PART_PHENOMENON,PROPERTY
